_id,ICO,URI,Nazov,Dátum poslednej aktualizácie: 30.6.2019
3886,17068975,ico://sk/17068975,Základná škola Komenského Svit,
3887,329495,ico://sk/00329495,Obec Pongrácovce,
3888,48485357,ico://sk/48485357_00031,"Správca - Korec Oliver, JUDr.",
3889,42096367,ico://sk/42096367,"Materská škola Školská 160/3, Čierna nad Tisou",
3890,309800,ico://sk/00309800_10001,Obec Plavecký Peter - Matričný úrad,
3891,31781853,ico://sk/31781853,"Základná škola Pankúchova 4, Bratislava",
3892,309915,ico://sk/00309915,Obec Rybky,
3893,891908,ico://sk/00891908,Stredná odborná škola - Szakkozepiskola Štúrovo,
3894,35546051,ico://sk/35546051,"Základná škola, Levočská 11, Spišská Nová Ves",
3895,318922,ico://sk/00318922,Obec Valice,
3896,35546611,ico://sk/35546611_710031173,Materská škola,
3897,317748,ico://sk/00317748,Mesto Púchov,
3898,319970,ico://sk/00319970,Obec Hronská Breznica,
3899,42499500,ico://sk/42499500_10199,cepcutt,
3900,37876431,ico://sk/37876431,"Základná škola s materskou školou ň, Školská 240, Veľký Slavkov",
3901,332046,ico://sk/00332046,Obec Veľké Ozorovce,
3902,36090379,ico://sk/36090379,"Základná škola Mihálya Borsosa s VJM - Borsos Mihály Alapiskola, Veľké Úľany",
3903,30688736,ico://sk/30688736,"JUDr. Alena Ondrušeková, notár",
3904,37904591,ico://sk/37904591,Materská škola Svrčinovec,
3905,632864,ico://sk/00632864,Domov dôchodcov a domov sociálnych služieb Luna Brezno,
3906,351741,ico://sk/00351741,Centrum sociálnych služieb - DEMY,
3907,691941,ico://sk/00691941,Rehabilitačné stredisko pre zrakovo postihnutých Levoča,
3908,318752,ico://sk/00318752,Obec Hodejov,
3909,99839199,ico://sk/99839199,TestOVM-2617,
3910,42029511,ico://sk/42029511,Základná škola Dubovica,
3911,891592,ico://sk/00891592,Stredná odborná škola technická - Müszaki Szakközépiskola Komárno,
3912,307688,ico://sk/00307688,Obec Zbrojníky,
3913,31815995,ico://sk/31815995,Ordinariát ozbrojených síl a ozbrojených zborov Slovenskej republiky,
3914,307866,ico://sk/00307866_10001,Základná škola Čifáre,
3915,31789170,ico://sk/31789170,"Mgr. Jana Borovičková, notár",
3916,17080771,ico://sk/17080771,"Základná škola Pavla Horova, Kpt. Nálepku 16, Michalovce",
3917,37870432,ico://sk/37870432_10001,"JUDr. Vladimír Čuchta, notár",
3918,31825702,ico://sk/31825702,Cirkevná základná škola Žofie Bosniakovej Šurany,
3919,31295207,ico://sk/31295207_10001,Regionálna veterinárna a potravinová správa Michalovce - agenda CEP,
3920,606758,ico://sk/00606758,"Stredná zdravotnícka škola, Kukučínova 40, Košice",
3921,161055,ico://sk/00161055,"Gymnázium Duchnovičova 13, Medzilaborce",
3922,36101087,ico://sk/36101087_10001,ceprvpsnr,
3923,690147,ico://sk/00690147,Obec Hrabová Roztoka,
3924,42014425,ico://sk/42014425,"Súkromná základná umelecká škola, Gagarinova 7, Trenčín",
3925,500801,ico://sk/00500801,Odborné učilište internátne Nová Ves nad Žitavou,
3926,37842757,ico://sk/37842757,"Materská škola, Nová doba 923/12, Galanta",
3927,37938916,ico://sk/37938916,"JUDr. Richard Gibarti, exekútor",
3928,99999901,ico://sk/99999901,TestOVM311218,
3929,37860801,ico://sk/37860801,Základná škola Gbelce,
3930,893552,ico://sk/00893552,"Stredná odborná škola, Horný Smokovec 26, Vysoké Tatry",
3931,332089,ico://sk/00332089_10002,Materská škola s vyučovacím jazykom maďarským - Óvoda,
3932,42296391,ico://sk/42296391,"JUDr. Viera Kotvanová, notár",
3933,356891,ico://sk/00356891,"Clementia, Zariadenie sociálnych služieb, Kovarce",
3934,655481,ico://sk/00655481,"Obec Vieska, okres Dunajská Streda",
3935,620998,ico://sk/00620998,Odborné učilište internátne Lučenec,
3936,326135,ico://sk/00326135,Obec Červený Kláštor,
3937,331694,ico://sk/00331694,Obec Luhyňa,
3938,42319234,ico://sk/42319234,"Premonštrátske gymnázium Kováčska 28, Košice",
3939,160784,ico://sk/00160784,Gymnázium Ivana Kraska- Ivan Krasko Gimnázium Rimavská Sobota,
3940,893188,ico://sk/00893188,"Stredná odborná škola, Športová 675, Stará Turá",
3941,36101087,ico://sk/36101087,Regionálna veterinárna a potravinová správa Levice,
3942,48485357,ico://sk/48485357_00106,"Správca - Kučerová Nataša, JUDr.",
3943,37978811,ico://sk/37978811,"JUDr. Mária Macháčková, notár",
3944,331511,ico://sk/00331511,Obec Dvorianky,
3945,632210,ico://sk/00632210,Domov sociálnych služieb Slatinka Lučenec,
3946,31790704,ico://sk/31790704,"JUDr. Miloš Kaan, notár",
3947,17055431,ico://sk/17055431,Stredná odborná škola informačných technológií Banská Bystrica,
3948,50439359,ico://sk/50439359,"JUDr. Pavol Sádel, notár",
3949,37811924,ico://sk/37811924,Základná škola P. Mudroňa Martin,
3950,166464,ico://sk/00166464,Krajská prokuratúra Košice,
3951,35678127,ico://sk/35678127,"Základná škola s materskou školou Centrum I 32, Dubnica nad Váhom",
3952,158461,ico://sk/00158461,"Spojená škola, Hlohovec",
3953,328162,ico://sk/00328162,Obec Čoltovo,
3954,30230365,ico://sk/30230365,Obec Krahule,
3955,36125938,ico://sk/36125938,"Základná škola s materskou školou Václava Mitúcha, Školská 368/2, Horné Srnie",
3956,35658991,ico://sk/35658991,"JUDr. Jozef Rišian, exekútor",
3957,312363,ico://sk/00312363,Obec Dechtice,
3960,309303,ico://sk/00309303_1,Materská škola Adyho 2,
3961,318043,ico://sk/00318043,Obec Čereňany,
3962,44955774,ico://sk/44955774,"JUDr. Peter Baranay, exekútor",
3963,312258,ico://sk/00312258,Obec Bíňovce,
3964,306568,ico://sk/00306568,Obec Martovce,
3965,325244,ico://sk/00325244,"Obec Jasenov, okres Sobrance",
3966,330248,ico://sk/00330248_10001,Obec Veľký Lipník - Matričný úrad,
3967,37861131,ico://sk/37861131,Základná škola Rozmarínova ul. 1 Komárno,
3968,42317312,ico://sk/42317312,JUDr. Ingrid Mazúrová Šoltésová,
3969,312401,ico://sk/00312401,Obec Dolné Dubové,
3970,607363,ico://sk/00607363,"Stredná zdravotnícka škola Veľkomoravská 17, Trenčín",
3971,309605,ico://sk/00309605,Obec Kátov,
3972,48485357,ico://sk/48485357_00437,"Správca - Čerevka Emil, Ing.",
3973,647985,ico://sk/00647985,Obec Biskupice,
3974,48485357,ico://sk/48485357_00186,"Správca - Beňo Jozef, JUDr., PhD.",
3975,37865587,ico://sk/37865587,Základná škola Jelenec,
3976,35546611,ico://sk/35546611_710031165,Materská škola,
3977,304751,ico://sk/00304751,Obec Hamuliakovo,
3978,42012040,ico://sk/42012040,"JUDr. Jozef Liščák, exekútor",
3979,37863924,ico://sk/37863924,Základná škola s materskou školou Kolta,
3980,322571,ico://sk/00322571,Obec Smilno,
3981,48485357,ico://sk/48485357_00363,"Správca - Petrová Renáta, Ing.",
3982,325996,ico://sk/00325996_10001,Základná škola Vysoká nad Uhom,
3983,800325,ico://sk/00800325,Obec Kubáňovo,
3984,34062912,ico://sk/34062912,"Spojená škola, Mudroňova, Nitra",
3985,48485357,ico://sk/48485357_00134,"Správca - Budiač Vladimír, Ing.",
3986,48485357,ico://sk/48485357_00474,"Správca - Gelatka Bohuslav, Mgr.",
3987,648311,ico://sk/00648311,Obec Suché Brezovo,
3988,35544392,ico://sk/35544392,Základná škola Ďurkov 192,
3989,309711,ico://sk/00309711,Obec Malé Leváre,
3990,322512,ico://sk/00322512,"Obec Porúbka, okres Bardejov",
3991,31754953,ico://sk/31754953,"Základná škola, Nobelovo nám. 6, Bratislava",
3992,308692,ico://sk/00308692,Obec Žikava,
3993,318051,ico://sk/00318051,Obec Diviacka Nová Ves,
3994,37808427,ico://sk/37808427,Žilinský samosprávny kraj,
3995,314498,ico://sk/00314498,"Obec Horná Lehota, okres Dolný Kubín",
3996,330868,ico://sk/00330868_10001,Materská škola Okrúhle,
3997,36128422,ico://sk/36128422,Materská škola Grznára Považská Bystrica,
3998,327034,ico://sk/00327034,Obec Fulianka,
3999,321095,ico://sk/00321095,"Obec Vysoká, okres Banská Štiavnica",
4000,48485357,ico://sk/48485357_00629,"Správca - LP Recovery, k.s.",
4001,332496,ico://sk/00332496,Obec Košarovce,
4002,36081043,ico://sk/36081043,"Základná škola s materskou školou Attilu Józsefa s vyučovacím jazykom maďarským Školská  2,  Trhová Hradská",
4003,332372,ico://sk/00332372,Obec Giglovce,
4004,37813501,ico://sk/37813501,Základná škola Ružomberok - Černová,
4005,332445,ico://sk/00332445,Obec Jastrabie nad Topľou,
4006,330388,ico://sk/00330388,Obec Cernina,
4007,159115,ico://sk/00159115,Stredná odborná škola Holíč,
4008,151866,ico://sk/00151866_12020,Krajské riaditeľstvo Hasičského a záchranného zboru v Nitre,
4009,326186,ico://sk/00326186,Obec Holumnica,
4010,37811860,ico://sk/37811860,"Základná škola, Nade Hejnej 4, Martin",
4011,590657,ico://sk/00590657,"Obec Konská, okres Liptovský Mikuláš",
4012,326411,ico://sk/00326411_10001,Materská škola Mlynčeky,
4013,311448,ico://sk/00311448,Obec Brunovce,
4014,323527,ico://sk/00323527,Obec Ruský Potok,
4015,320072,ico://sk/00320072,Obec Ladzany,
4016,315524,ico://sk/00315524,Mesto Liptovský Mikuláš,
4017,309672,ico://sk/00309672,Obec Kúty,
4018,35629738,ico://sk/35629738,"Krajský súd, Nitra",
4019,42499488,ico://sk/42499488,Centrum pre deti a rodiny Lučenec,
4020,36144843,ico://sk/36144843,Regionálna veterinárna a potravinová správa Dolný Kubín,
4021,329533,ico://sk/00329533,Obec Rudňany,
4022,36158976,ico://sk/36158976,Základná škola - Grundschule Kežmarok,
4023,305341,ico://sk/00305341_710002432,Materská škola s vyučovacím jazykom maďarským - Óvoda,
4024,324671,ico://sk/00324671,Obec Ruskov,
4025,332089,ico://sk/00332089,Obec Veľký Horeš,
4026,358533,ico://sk/00358533,Miestne kultúrne stredisko Valaská Belá,
4027,165921,ico://sk/00165921,Okresný súd Prešov,
4028,42187460,ico://sk/42187460,"JUDr. Alžbeta Kondrlíková, notár",
4029,17050120,ico://sk/17050120,Gymnázium Želiezovce,
4030,151866,ico://sk/00151866_12044,Krajské riaditeľstvo Hasičského a záchranného zboru v Trnave,
4031,42086451,ico://sk/42086451,"JUDr. Mária Forinová, notár",
4032,48485357,ico://sk/48485357_00485,"Správca - Sopko Peter, JUDr., LL.M.",
4033,305685,ico://sk/00305685,Obec Padáň,
4034,31864899,ico://sk/31864899,"JUDr. Paula Peláneková, exekútor",
4035,308790,ico://sk/00308790_10002,Základná škola s vyučovacím jazykom maďarským - Alapiskola Bešeňov,
4036,325287,ico://sk/00325287,Obec Kačanov,
4037,36158381,ico://sk/36158381,Základná škola Krajná Poľana,
4038,151866,ico://sk/00151866_10118,Okresný úrad Námestovo,
4039,135305,ico://sk/00135305,Detské kultúrne centrum,
4040,30798841,ico://sk/30798841_3211,Centrum právnej pomoci - Kancelária Rimavská Sobota,
4041,323276,ico://sk/00323276,Obec Ňagov,
4042,30810647,ico://sk/30810647,"Základná škola, Nevädzová 2, Bratislava",
4043,306380,ico://sk/00306380,"Obec Brestovec, okres Komárno",
4044,35545658,ico://sk/35545658,"Základná umelecká škola, Štefánikova 22/55, Sobrance",
4045,35980966,ico://sk/35980966,"JUDr. Marián Jurina, exekútor",
4046,331007,ico://sk/00331007,Mesto Stropkov,
4047,331805,ico://sk/00331805,Obec Oborín,
4048,650480,ico://sk/00650480,Obec Ondrašová,
4049,48485357,ico://sk/48485357_00068,"Správca - Fatura Róbert, JUDr.",
4050,42001170,ico://sk/42001170,"Materská škola, Obrancov mieru  876/5, Detva",
4051,352489,ico://sk/00352489,Zariadenie pre seniorov Komárno,
4052,699233,ico://sk/00699233,Obec Koniarovce,
4053,50459350,ico://sk/50459350,"Spojená škola Školská 386/1, Dubnica nad Váhom",
4054,37810278,ico://sk/37810278,Základná škola s materskou školou Babín,
4055,319937,ico://sk/00319937,Obec Hontianske Tesáre,
4056,151866,ico://sk/00151866_10247,Okresný úrad Ružomberok,
4057,35546476,ico://sk/35546476,"Základná škola, Školská 297/6, Jaklovce",
4058,17068193,ico://sk/17068193,"Základná škola s materskou školou, Koperníkova, Poprad - Matejovce",
4059,162817,ico://sk/00162817,Stredná odborná škola pedagogická,
4060,319384,ico://sk/00319384,Obec Kleňany,
4061,17059640,ico://sk/17059640,Obchodná akadémia sv. Tomáša Akvinského Žilina,
4062,309192,ico://sk/00309192_10002,Podhájska - materská škola,
4063,37813226,ico://sk/37813226,Základná škola Márie Medveckej Tvrdošín,
4064,31297757,ico://sk/31297757,Zemplínska knižnica Gorazda Zvonického Michalovce,
4065,37942611,ico://sk/37942611,Základná škola s materskou školou Hrabovec nad Laborcom,
4066,37975650,ico://sk/37975650,Evanjelická spojená škola Liptovský Mikuláš,
4067,648299,ico://sk/00648299,Obec Pleš,
4068,42133661,ico://sk/42133661,"Seniorcentrum Staré Mesto, Podjavorinskej 6, Bratislava",
4069,37888820,ico://sk/37888820,"Základná škola s materskou školou P. E. Dobšinského, Teplý Vrch",
4070,151866,ico://sk/00151866_12049,Okresné riaditeľstvo Hasičského a záchranného zboru v Skalici,
4071,304964,ico://sk/00304964,Obec Most pri Bratislave,
4072,48485357,ico://sk/48485357_00163,"Správca - Štofková Petra, Ing. JUDr.",
4073,314421,ico://sk/00314421,"Obec Brezovica, okres Tvrdošín",
4074,316041,ico://sk/00316041_10001,Obec Divín - matričný úrad,
4075,37915673,ico://sk/37915673,Materská škola Hlavná Nitrianske Rudno,
4076,17050073,ico://sk/17050073,Stredná priemyselná škola strojnícka a elektrotechnická Nitra,
4077,151866,ico://sk/00151866_12028,Okresné riaditeľstvo Hasičského a záchranného zboru v Bardejove,
4078,42435111,ico://sk/42435111,"Súkromná základná umelecká škola, Necpaly 213, Necpaly",
4079,306568,ico://sk/00306568_10001,Obec Martovce - Matričný úrad,
4080,597392,ico://sk/00597392,Centrum pre deti a rodiny Dobšiná,
4081,36158291,ico://sk/36158291,Základná umelecká škola Svidník,
4082,48485357,ico://sk/48485357_00085,"Správca - Havlátová-Rajczyová Andrea, JUDr.",
4083,322610,ico://sk/00322610,Obec Stuľany,
4084,160571,ico://sk/00160571,Gymnázium P. O. Hviezdoslava Dolný Kubín,
4085,30797764,ico://sk/30797764,Agentúra na podporu výskumu a vývoja,
4086,652199,ico://sk/00652199,Obec Ladomerská Vieska,
4087,648400,ico://sk/00648400,Obec Podzámčok,
4088,37865340,ico://sk/37865340,Základná škola Lehota,
4089,312746,ico://sk/00312746,Obec Majcichov,
4090,37873369,ico://sk/37873369,"Základná škola, Juh 1054, Vranov nad Topľou",
4091,37864017,ico://sk/37864017,"Základná škola s materskou školou, Trávnica",
4092,31263542,ico://sk/31263542_10001,"JUDr. Ľubomír Barabáš, notár",
4093,17070341,ico://sk/17070341,Špeciálna základná škola Svit,
4094,42303133,ico://sk/42303133,"Súkromná materská škola, Mládežnícka 51, Banská Bystrica",
4095,47244,ico://sk/00047244,Obec Kamenný Most,
4096,315010,ico://sk/00315010,Obec Zázrivá,
4097,332275,ico://sk/00332275,Obec Bystré,
4098,323233,ico://sk/00323233,Mesto Medzilaborce,
4099,151866,ico://sk/00151866_11034,Okresné riaditeľstvo Policajného zboru v Bardejove,
4100,42051444,ico://sk/42051444,"Mgr. Július Rosina, exekútor",
4101,332763,ico://sk/00332763,Obec Rudlov,
4102,326151,ico://sk/00326151,"Obec Gerlachov, okres Poprad",
4103,307513,ico://sk/00307513,Mesto Šahy,
4104,682233,ico://sk/00682233,"Obec Radošovce, okres Trnava",
4105,692344,ico://sk/00692344,Obec Nimnica,
4106,37942620,ico://sk/37942620,Základná škola s materskou školou Mokroluh,
4107,37963881,ico://sk/37963881,Mestský podnik služieb Šurany,
4108,304956,ico://sk/00304956,Mesto Modra,
4109,590533,ico://sk/00590533,Obec Držkovce,
4110,305626,ico://sk/00305626,Obec Nový Život,
4111,48485357,ico://sk/48485357_00508,"Správca - Kyseľová Jana, Mgr.",
4112,37905147,ico://sk/37905147,Materská škola Andreja Kmeťa Žilina,
4113,316695,ico://sk/00316695_10001,Obec Horná Štubňa - Matričný úrad,
4114,166448,ico://sk/00166448,Krajská prokuratúra Bratislava,
4115,308269,ico://sk/00308269,Obec Mojmírovce,
4116,324124,ico://sk/00324124,Obec Ďurďošík,
4117,679119,ico://sk/00679119,Ústav krajinnej ekológie SAV,
4118,37813382,ico://sk/37813382,"Základná škola s materskou školou 1. Československého armádneho zboru, Stráňavy 342",
4119,36128490,ico://sk/36128490,Základná škola Zlatníky 62,
4120,36075451,ico://sk/36075451,"JUDr. Ida Plichtová, notár",
4121,36062260,ico://sk/36062260,Základná škola Dunajská Lužná,
4122,328111,ico://sk/00328111,Obec Bohúňovo,
4123,332984,ico://sk/00332984,Obec Zlatník,
4124,42324157,ico://sk/42324157,Materská škola Ruskov,
4125,151866,ico://sk/00151866_11035,Okresné riaditeľstvo Policajného zboru v Humennom,
4126,36144924,ico://sk/36144924_10001,ceprvpsza,
4127,37813081,ico://sk/37813081,Základná škola Hruštín,
4128,37958950,ico://sk/37958950,"JUDr. Michal Capek, notár",
4129,315486,ico://sk/00315486,Obec Liptovský Ján,
4130,37957775,ico://sk/37957775,Materská škola Tehelná Zvolen,
4131,320196,ico://sk/00320196,Obec Rykynčice,
4132,316121,ico://sk/00316121,Obec Kalinovo,
4133,36484695,ico://sk/36484695_10001,Vysoká škola medzinárodného podnikania ISM Slovakia v Prešove,
4134,37888609,ico://sk/37888609,"Základná škola s materskou školou Juraja Palkoviča, Fľaková 8, Rimavská Baňa",
4135,161993,ico://sk/00161993,"Obchodná akadémia Milana Hodžu, Martina Rázusa 1, Trenčín",
4136,332186,ico://sk/00332186_10001,Základná škola Zemplínska Nová Ves,
4137,37891529,ico://sk/37891529,"Matreská škola Nemčianska cesta 130, Nemce",
4138,151866,ico://sk/00151866_12024,Okresné riaditeľstvo Hasičského a záchranného zboru v Nových Zámkoch,
4139,37810154,ico://sk/37810154,"Základná umelecka škola Odbojárov 953, Trstená",
4140,48485357,ico://sk/48485357_00130,"Správca - Chapčáková Alexandra, doc. Ing., PhD.",
4141,800520,ico://sk/00800520,Vojenské športové centrum DUKLA Banská Bystrica,
4142,37876040,ico://sk/37876040,"Základná škola, Ul. Školská 168, Štrba",
4143,699187,ico://sk/00699187_710009941,Materská škola Chrabrany,
4144,305120,ico://sk/00305120,Obec Tomášov,
4145,35677686,ico://sk/35677686,"Základná škola, Ďumbierska 17, Banská Bystrica",
4146,37876678,ico://sk/37876678,Základná škola s materskou školou Tuhrina 4,
4147,48485357,ico://sk/48485357_00522,"Správca - DAREKON, k. s.",
4148,328472,ico://sk/00328472,Obec Lubeník,
4149,316539,ico://sk/00316539,Obec Veľká nad Ipľom,
4150,45005877,ico://sk/45005877,Centrum pre deti a rodiny Spišské Vlachy,
4151,654361,ico://sk/00654361,"Dafné, Zariadenie sociálnych služieb, Nová Stráž",
