_id,ICO,URI,Nazov,Dátum poslednej aktualizácie: 30.6.2019
3554,317969,ico://sk/00317969,Obec Zliechov,
3555,312983,ico://sk/00312983,Obec Smolenice,
3556,330281,ico://sk/00330281,Obec Baňa,
3557,42141303,ico://sk/42141303,Materská škola Ul. SNP 27 Handlová,
3558,36125377,ico://sk/36125377,"Základná škola s Materskou školou, Nová Bošáca 76",
3559,316351,ico://sk/00316351,Obec Prša,
3560,317063,ico://sk/00317063,Obec Beluša,
3561,30853923,ico://sk/30853923,Národné športové centrum,
3562,520608,ico://sk/00520608,Detský domov Snina,
3563,317004,ico://sk/00317004,Mesto Turčianske Teplice,
3564,318701,ico://sk/00318701,Obec Gemerská Ves,
3565,36129674,ico://sk/36129674,Základná škola s materskou školou Dvorec,
3566,164712,ico://sk/00164712,Slovenská národná galéria,
3567,30848806,ico://sk/30848806,"Materská škola, Velehradská 24, Bratislava",
3568,31825249,ico://sk/31825249,Trnavská univerzita,
3569,37812769,ico://sk/37812769,Materská škola Kysucký Lieskovec 309,
3570,31826270,ico://sk/31826270,Obec Ducové,
3571,42421560,ico://sk/42421560,"Súkromné konzervatórium Dezidera Kardoša, M. Benku 7, Prešov",
3572,31948332,ico://sk/31948332,"JUDr. Marián Petro, notár",
3573,37828371,ico://sk/37828371,"Základná škola, Kráľovohoľská 413, Šumiac",
3574,326950,ico://sk/00326950_02,Základná škola,
3575,318060,ico://sk/00318060,Obec Diviaky nad Nitricou,
3576,699187,ico://sk/00699187_710057571,Základná škola Chrabrany,
3577,352233,ico://sk/00352233,Stredná odborná škola obchodu a služieb- Kereskedelmies Szolgáltatóipari Szakközépiskola Komárno,
3578,315214,ico://sk/00315214,Obec Hubová,
3579,37836439,ico://sk/37836439,"Základná škola s Materskou školou s VJM, Záhradná 202, Jahodná",
3580,305171,ico://sk/00305171,Obec Vištuk,
3581,308935,ico://sk/00308935,Obec Jasová,
3582,311910,ico://sk/00311910,Obec Pobedim,
3583,605786,ico://sk/00605786,"Gymnázium L.Novomeského, Tomášikova 2, Bratislava",
3584,48485357,ico://sk/48485357_00550,"Správca - Dukátová Denisa, Ing. Mgr.",
3585,31902952,ico://sk/31902952,Základná škola s materskou školou Oravská Lesná,
3586,31201458,ico://sk/31201458,"Základná škola s materskou školou Samuela Timona, Trenčianska Turná 30",
3587,330809,ico://sk/00330809,Obec Nižná Olšava,
3588,35629045,ico://sk/35629045,Krajská prokuratúra Trenčín,
3631,331180,ico://sk/00331180,Obec Vojtovce,
3589,36078522,ico://sk/36078522,Základná škola Koperníkova Hlohovec,
3590,42405793,ico://sk/42405793,"JUDr. Jozef Brázdil, notár",
3591,31787401,ico://sk/31787401,"JUDr. Veronika Baričičová, notár",
3592,37810600,ico://sk/37810600,Základná škola s materskou školou Važec,
3593,37975102,ico://sk/37975102,Materská škola Jána Šimka Martin,
3594,317837,ico://sk/00317837,Obec Tuchyňa,
3595,48485357,ico://sk/48485357_00407,Správca - LEGES Recovery k.s.,
3596,37836510,ico://sk/37836510,Základná škola s materskou školou Suchá nad Parnou,
3597,326241,ico://sk/00326241,Obec Ihľany,
3598,322407,ico://sk/00322407,Obec Mokroluh,
3599,320714,ico://sk/00320714,Obec Jastrabá,
3600,37873661,ico://sk/37873661,Materská škola Budovateľská Snina,
3601,36158755,ico://sk/36158755,Základná škola Študentská ul. Snina,
3602,35626348,ico://sk/35626348,Obec Babindol,
3603,312282,ico://sk/00312282,Obec Boleráz,
3604,36166952,ico://sk/36166952,"Školský internát, Karpatská 9, Poprad",
3605,42382530,ico://sk/42382530,"Spojená škola internátna, Palárikova 1602/1, Snina",
3606,35509741,ico://sk/35509741,"JUDr. Sven Vargovčík, notár",
3607,800091,ico://sk/00800091,Obec Turčianky,
3608,314366,ico://sk/00314366,Obec Zborov nad Bystricou,
3609,328448,ico://sk/00328448,Obec Kunova Teplica,
3610,42141443,ico://sk/42141443,Stredná odborná škola,
3611,42109191,ico://sk/42109191,"Cirkevná spojená škola, Komenského 6, Spišské Vlachy",
3612,35678402,ico://sk/35678402,Centrum pre deti a rodiny Nová Baňa,
3613,42171598,ico://sk/42171598,"Mgr. Marian Kováč, notár",
3614,42407036,ico://sk/42407036,Súkromná základná škola Kechnec 13,
3615,312011,ico://sk/00312011,Obec Svinná,
3616,650498,ico://sk/00650498,Obec Oravské Veselé,
3617,37876121,ico://sk/37876121,Základná škola s materskou školou Malý Lipník 70,
3618,166537,ico://sk/00166537,Fyzikálny ústav Slovenskej akadémie vied (FU SAV),
3619,364193,ico://sk/00364193,"Domov sociálnych služieb a zariadenie pre seniorov Kaštieľ, Hlavná 13, Stupava",
3620,326925,ico://sk/00326925_710062427,"Základná škola, Červenica pri Sabinove 130",
3621,42119391,ico://sk/42119391,"Harmónia, Zariadenie sociálnych služieb, Horné Štitáre",
3622,48485357,ico://sk/48485357_00374,"Správca - Zahradníková Jarmila, JUDr.",
3623,42144558,ico://sk/42144558,"JUDr. Miroslava Poláková, exekútor",
3624,326721,ico://sk/00326721,Obec Vrbov,
3625,151866,ico://sk/00151866_10305,Okresný úrad Vranov nad Topľou,
3626,611051,ico://sk/00611051,Regionálny úrad verejného zdravotníctva so sídlom v Poprade,
3627,48485357,ico://sk/48485357_00480,"Správca - Kovalčuková Ingrid, JUDr.",
3628,151866,ico://sk/00151866_11018,Okresné riaditeľstvo Policajného zboru v Žiari nad Hronom,
3629,36128597,ico://sk/36128597,Základná umelecká škola Myjava,
3630,37942379,ico://sk/37942379,"Základná škola s materskou školou, Mlynská 21, Gerlachov",
3632,151866,ico://sk/00151866_11043,Okresné riaditeľstvo Policajného zboru v Trenčíne,
3633,692298,ico://sk/00692298,Obec Kameničany,
3634,35546204,ico://sk/35546204,"Základná škola Košice-Šaca Mládežnícka 3, Košice-Šaca",
3635,332364,ico://sk/00332364,Obec Ďurďoš,
3636,327158,ico://sk/00327158_10001,Základná škola Chminianske Jakubovany,
3637,37873822,ico://sk/37873822,Základná škola s materskou školou Spišský Hrhov,
3638,308650,ico://sk/00308650,Obec Výčapy- Opatovce,
3639,327972,ico://sk/00327972,Mesto Veľký Šariš,
3640,37965352,ico://sk/37965352,Gymnázium Petra Pázmáňa s vyučovacím jazykom maďarským Pázmány Péter Gimnázium Nové Zámky - Érsekújvár,
3641,42449138,ico://sk/42449138,"Materská škola, Sladkovičova 13, Modra",
3642,690198,ico://sk/00690198,Obec Blažice,
3643,510157,ico://sk/00510157,Okresný súd Bratislava V,
3644,35655054,ico://sk/35655054,"JUDr. Anna Pčolová, notár",
3645,31872611,ico://sk/31872611,Obec Brodzany,
3646,623521,ico://sk/00623521,Zariadenie pre seniorov a domov sociálnych služieb Terchová,
3647,331287,ico://sk/00331287_10002,Materská škola,
3648,305561,ico://sk/00305561,Obec Lúč na Ostrove,
3649,37944631,ico://sk/37944631,Základná škola s materskou školou Rožkovany 190,
3650,48485357,ico://sk/48485357_00270,"Správca - Beňová Ľubomíra, Mgr.",
3651,36063991,ico://sk/36063991,Materská škola Gelnická Bratislava,
3652,36071170,ico://sk/36071170,"Základná škola s VJM - Alapiskola, Námestie Alberta Molnára 2, Senec",
3653,37809733,ico://sk/37809733,"Základná škola s materskou školou, Súľov-Hradná",
3654,323977,ico://sk/00323977,Obec Bidovce,
3655,36144835,ico://sk/36144835,Regionálna veterinárna a potravinová správa Čadca,
3656,42357187,ico://sk/42357187,"Súkromná Základná umelecká škola, Sibírska 13 Bratislava",
3657,654230,ico://sk/00654230,Stredná odborná škola Nové Zámky,
3658,151866,ico://sk/00151866_12022,Okresné riaditeľstvo Hasičského a záchranného zboru v Komárne,
3659,160881,ico://sk/00160881,Gymnázium Milana Rúfusa Žiar nad Hronom,
3660,37863703,ico://sk/37863703,"Základná škola Ágostona Pongrácza s VJM, Neded",
3661,31773729,ico://sk/31773729,"Základná škola, Záhorácka 95, Malacky",
3662,45736359,ico://sk/45736359_10001,DataCentrum elektronizácie územnej samosprávy Slovenska,
3663,326623,ico://sk/00326623,Obec Švábovce,
3664,31787215,ico://sk/31787215,"JUDr. Viola Jurášková, notár",
3665,42276080,ico://sk/42276080,Materská škola A. Grznára Považská Bystrica,
3666,307556,ico://sk/00307556,Obec Hontianske Trsťany,
3667,31771963,ico://sk/31771963,"JUDr. Vladimír Usačev, exekútor",
3668,710056435,ico://sk/710056435,"Základná škola s vyučovacím jazykom maďarským - Alapiskola, Dolné Semerovce 154",
3669,30794536,ico://sk/30794536_0021,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Liptovský Mikuláš",
3670,37823744,ico://sk/37823744,"JUDr. Jana Hričovská, notár",
3671,304930,ico://sk/00304930,Obec Marianka,
3672,35984422,ico://sk/35984422,Špeciálna základná škola Zvolenská cesta Lučenec,
3673,310000,ico://sk/00310000_10001,Materská škola Smrdáky,
3674,36165867,ico://sk/36165867_10001,ceprvpssvidnik,
3675,327948,ico://sk/00327948_10002,Materská škola Uzovský Šalgov,
3676,37810537,ico://sk/37810537,Materská škola Nábrežie A. Stodolu Liptovský Mikuláš,
3677,309583,ico://sk/00309583,Obec Jablonica,
3678,37792059,ico://sk/37792059,Základná škola s materskou školou Udavské 80,
3679,48485357,ico://sk/48485357_00174,"Správca - Slavkovská Henrieta, Mgr.",
3680,37844512,ico://sk/37844512,"JUDr. Peter Stano, exekútor",
3681,151866,ico://sk/00151866_12004,Okresné riaditeľstvo Hasičského a záchranného zboru v Pezinku,
3682,42282420,ico://sk/42282420,"Základná umelecká škola Pribinova 24, Bošany",
3683,48485357,ico://sk/48485357_00544,"Správca - Rieglová Edita, Mgr.",
3684,308188,ico://sk/00308188,"Obec Lukačovce, okres Nitra",
3685,42296102,ico://sk/42296102,"JUDr. Miroslav Kupec, notár",
3686,331210,ico://sk/00331210,Obec Vyšná Olšava,
3687,329118,ico://sk/00329118,Obec Henclová,
3688,328936,ico://sk/00328936,Obec Baldovce,
3689,48485357,ico://sk/48485357_00462,"Správca - KP recovery, k.s.",
3690,691054,ico://sk/00691054,Mestská časť Košice - Šaca,
3691,37828843,ico://sk/37828843,"Základná škola, Farská lúka 64/A, Fiľakovo",
3692,42355486,ico://sk/42355486,"Materská škola, Za hradbami 1, Pezinok",
3693,30798841,ico://sk/30798841_3202,Centrum právnej pomoci - Kancelária Bratislava,
3694,162353,ico://sk/00162353,Stredná odborná škola poľnohospodárstva a služieb na vidieku Levice,
3695,42337071,ico://sk/42337071,Materská škola Sľažany,
3696,36129046,ico://sk/36129046,"Súkromná základná škola, ul. SNP 96/366, Nová Dubnica",
3697,42387825,ico://sk/42387825,"JUDr. Alexandra Vrlíková, notár",
3698,37896326,ico://sk/37896326,Základná škola Lieskovec,
3699,648566,ico://sk/00648566,Obec Rudnianska Lehota,
3700,309281,ico://sk/00309281_10002,"Materská škola – Óvoda, Horná mlynská 4, Svodín",
3701,893340,ico://sk/00893340,"Stredná odborná škola technická, Kukučínova 23, Košice",
3702,151866,ico://sk/00151866_12051,Krajské riaditeľstvo Hasičského a záchranného zboru v Žiline,
3703,800198,ico://sk/00800198,Obec Dunajský Klátov,
3704,30794536,ico://sk/30794536_0022,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Martin",
3705,17050502,ico://sk/17050502,Stredná odborná škola technická Námestovo,
3706,161250,ico://sk/00161250,"GYMNÁZIUM-GIMNÁZIUM, Zoltána Fábryho 1, 07901 Veľké Kapušany",
3707,311014,ico://sk/00311014,Obec Radošina,
3708,37864033,ico://sk/37864033,Základná škola Zemné,
3709,45916225,ico://sk/45916225,"JUDr. Vladimíra Mušková, notár",
3836,311685,ico://sk/00311685,Obec Kočovce,
3710,37831712,ico://sk/37831712,Základná škola s materskou školou Hrušov,
3711,161373,ico://sk/00161373,Stredná priemyselná škola stavebná Nitra,
3712,37876490,ico://sk/37876490,"Základná škola s materskou školou Štefana Náhalku, Ul. Štefana Náhalku 10, Liptovská Teplička",
3713,37873865,ico://sk/37873865,Základná škola Nižné Repaše 107,
3714,325970,ico://sk/00325970,Obec Voľa,
3715,37860984,ico://sk/37860984,"Základná škola s materskou školou, Veľké Lovce 59",
3716,331970,ico://sk/00331970_10002,Obec Streda nad Bodrogom - Daňový referát,
3717,315141,ico://sk/00315141,Obec Bukovina,
3718,31827268,ico://sk/31827268,"Základná umelecká škola Jozefa Rosinského, Damborského, Nitra",
3719,37942484,ico://sk/37942484,"Stredná odborná škola technická, Družstevná 1737, Humenné",
3720,648604,ico://sk/00648604,"Obec Hradište, okres Poltár",
3721,738301,ico://sk/00738301,Nemocnica pre obvinených a odsúdených a Ústav na výkon trestu odňatia slobody v Trenčíne,
3722,31789188,ico://sk/31789188,"Súkromná základná škola, Ružová dolina 29, Bratislava",
3723,332135,ico://sk/00332135_10002,Materská škola,
3724,306541,ico://sk/00306541,Obec Lipové,
3725,42274729,ico://sk/42274729,"JUDr. Andrea Nemčíková, exekútor",
3726,306517,ico://sk/00306517,Mesto Kolárovo,
3727,48485357,ico://sk/48485357_00303,"Správca - BANKRUPTCY LIQUIDATION, k.s.",
3728,48485357,ico://sk/48485357_00084,"Správca - Gaľová Anna, Mgr.",
3729,162001,ico://sk/00162001,Obchodná akadémia Trnava,
3730,37813609,ico://sk/37813609,Základná škola s materskou školou Malatiná,
3731,35546956,ico://sk/35546956,"JUDr. Miroslav Zahorjan, exekútor",
3732,30845572,ico://sk/30845572_0001,"Ministerstvo obrany SR, Kancelária ministra obrany SR",
3733,39489,ico://sk/00039489,Okresný súd Bratislava II,
3734,37975081,ico://sk/37975081,"Materská škola, Tajovského 9, Martin",
3735,37831399,ico://sk/37831399,"Základná umelecká škola,  Z.S. Parákovej, Žiar nad Hronom",
3736,186775,ico://sk/00186775,Centrum pre deti a rodiny Poprad,
3737,42326931,ico://sk/42326931,"Spojená škola sv. Maximiliána Mária Kolbeho, Gaštanová 11, Spišská Nová Ves",
3738,596248,ico://sk/00596248,Domov sociálnych služieb pre dospelých Bojková,
3739,314005,ico://sk/00314005,Obec Dolný  Vadičov,
3740,17050561,ico://sk/17050561,"Stredná odborná škola strojnícka, Športovcov 341/2, Považská Bystrica",
3741,686476,ico://sk/00686476,Súkromná stredná odborná škola spotrebných družstiev Jednota a Jednota Fogyasztási Szövetkezetek Magán Szakközépiskolája Vinohradská 48 Šamorín,
3742,37864327,ico://sk/37864327,"Základná škola, Hlavná 60, Dolný Pial",
3743,699136,ico://sk/00699136,Obec Cimenná,
3744,30775396,ico://sk/30775396,"Stredná priemyselná škola strojnícka, Fajnorovo nábrežie 5, Bratislava",
3745,37876376,ico://sk/37876376,Základná škola Ľutina,
3958,316237,ico://sk/00316237,Obec Mládzovo,
3746,48485357,ico://sk/48485357_00447,"Správca - Tyko Lukáš, JUDr.",
3747,35677775,ico://sk/35677775,"Základná škola, Sitnianska 32, Banská Bystrica",
3748,35541571,ico://sk/35541571,"Materská škola, Hrebendova 5, Košice",
3749,48485357,ico://sk/48485357_00341,"Správca - Forgáč Peter, Mgr.",
3750,314871,ico://sk/00314871_10001,Základná škola Suchá Hora,
5501,634905,ico://sk/00634905,Dolnooravská nemocnica s poliklinikou MUDr. L.N.Jégého Dolný Kubín,
5502,738263,ico://sk/00738263,Ústav na výkon trestu odňatia slobody Hrnčiarovce nad Parnou,
5503,523461,ico://sk/00523461,Spojená škola internátna Prakovce,
5504,17335604,ico://sk/17335604,Centrum pre deti a rodiny Martin,
5505,322504,ico://sk/00322504,Obec Poliakovce,
5506,36126993,ico://sk/36126993,"Základná umelecká škola Ladislava Stančeka, Prievidza",
5507,151513,ico://sk/00151513_10009,Úrad vlády Slovenskej republiky - Bezpečnostná rada vlády,
5508,327166,ico://sk/00327166,Obec Jakovany,
5509,48485357,ico://sk/48485357_00145,"Správca - Veterníková Mária, JUDr.",
5510,309052,ico://sk/00309052,Obec Ľubá,
5511,331309,ico://sk/00331309,"Obec Beša, okres Michalovce",
5512,17059844,ico://sk/17059844,Stredná zdravotnícka škola Márie Terézie Schererovej Ružomberok,
5513,160563,ico://sk/00160563,"Gymnázium Jozefa Miloslava Hurbana, 17. novembra 1296, Čadca",
5514,42433649,ico://sk/42433649,"Súkromná základná umelecká škola, Michaelliho 6, Martin",
5515,329380,ico://sk/00329380,Obec Mníšek nad Hnilcom,
5516,35546018,ico://sk/35546018,"Základná škola s materskou školou, Školská 16, Markušovce",
5517,37879731,ico://sk/37879731,"Základná škola, Komenského 333, Batizovce",
5518,48485357,ico://sk/48485357_00356,"Správca - Podhorská Surkošová Katarína, Mgr.",
5519,35555912,ico://sk/35555912,"Cirkevná stredná odborná škola sv. Jozafáta, Komenského 1963/10, Trebišov",
5520,324540,ico://sk/00324540,Obec Nová Polhora,
5521,315729,ico://sk/00315729,Obec Prosiek,
5522,319261,ico://sk/00319261_10001,Obec Čelovce - matričný úrad,
5523,17638593,ico://sk/17638593,"Stredná odborná škola letecko - technická, Legionárska 160, Trenčín",
5524,37864432,ico://sk/37864432,Základná škola Saratovská 85 Levice,
5525,48485357,ico://sk/48485357_00540,"Správca - Líšková Marianna, Mgr.",
5526,37911864,ico://sk/37911864,Materská škola Skalité,
5527,686514,ico://sk/00686514,"Súkromná stredná odborná škola  hotelierstva a gastronómie Mladosť,  Pod Kalváriou 36, Prešov",
5528,332135,ico://sk/00332135,Obec Vojčice,
5529,42434912,ico://sk/42434912,"ZŠ s MŠ Rudolfa Dilonga, Hviezdoslavova 823, Trstená",
5530,307807,ico://sk/00307807,Obec Čakajovce,
5531,320358,ico://sk/00320358,Obec Turová,
5532,31295207,ico://sk/31295207,Regionálna veterinárna a potravinová správa Michalovce,
5533,326551,ico://sk/00326551,Obec Spišské Hanušovce,
5793,321257,ico://sk/00321257,Obec Dolný Hričov,
3751,157988,ico://sk/00157988,Školské hospodárstvo Trnava,
3752,316083,ico://sk/00316083_710016298,Materská škola Fiľakovské Kováče,
3753,35538589,ico://sk/35538589,"JUDr. Juraj Koči, exekútor",
3754,30794536,ico://sk/30794536_0009,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Nové Mesto nad Váhom",
3755,306274,ico://sk/00306274,Obec Veľká Mača,
3756,161438,ico://sk/00161438,Stredná umelecká škola Trenčín,
3757,36102580,ico://sk/36102580,Nitrianska galéria,
3758,312584,ico://sk/00312584,Obec Chtelnica,
3759,308382,ico://sk/00308382_10001,Obec Pohranice - matričný úrad,
3760,317608,ico://sk/00317608,Obec Plevník - Drienové,
3761,699250,ico://sk/00699250,Obec Krušovce,
3762,314871,ico://sk/00314871,Obec Suchá Hora,
3763,332224,ico://sk/00332224,Obec Zemplínsky Branč,
3764,31803121,ico://sk/31803121,"JUDr. Július Petík, exekútor",
3765,42071321,ico://sk/42071321,Materská škola Kpt. Nálepku Martin,
3766,313661,ico://sk/00313661,Obec Osrblie,
3767,316580,ico://sk/00316580,Obec Brieštie,
3768,37889371,ico://sk/37889371,"Základná škola s materskou školou - Alapiskola és Óvoda s výchovným a vyučovacím jazykom slovenským a maďarským, Školská 50, Nenince - Lukanénye",
3769,35568348,ico://sk/35568348,Stredná odborná škola Prakovce 282,
3770,48485357,ico://sk/48485357_00381,"Správca - iTRUSTee Recovery, k.s.",
3771,36128589,ico://sk/36128589,"Základná umelecká škola Horný rad 566/89, Brezová pod Bradlom",
3772,37866800,ico://sk/37866800,"Základná škola s VJM Magyar Tanítási Nyelvű - Alapiskola, Marcelová",
3773,42408610,ico://sk/42408610,"Súkromná základná umelecká škola, Staničná 13, Košice",
3774,158518,ico://sk/00158518,"Stredná odborná škola obchodu a služieb, Pelhřimovská 1186/10, Dolný Kubín",
3775,48485357,ico://sk/48485357_00384,"Správca - Dobiš Marián, JUDr.",
3776,649627,ico://sk/00649627,"Obec Selce, okres Poltár",
3777,327689,ico://sk/00327689,Obec Ražňany,
3778,37833979,ico://sk/37833979,"Súkromná základná umelecká škola Š. Moyzesa 5, Zvolen",
3779,891479,ico://sk/00891479,Stredná odborná škola polytechnická Dolný Kubín - Kňažia,
3780,42115469,ico://sk/42115469,Regionálne osvetové stredisko v Leviciach,
3781,48485357,ico://sk/48485357_00221,"Správca - Gajdošík Juraj, JUDr.",
3782,34039741,ico://sk/34039741,"JUDr. Soňa Stodolová, exekútor",
3783,35542624,ico://sk/35542624,"Základná škola, Kežmarská 30, Košice",
3784,37812505,ico://sk/37812505,Základná škola Dolinský potok Kysucké Nové Mesto,
3785,649759,ico://sk/00649759,Obec Levkuška,
3786,17067707,ico://sk/17067707,Obec Orovnica,
3787,320480,ico://sk/00320480,Obec Baďan,
3788,35991488,ico://sk/35991488,"Základná škola Jozefa Kollára Ul. L. Svobodu 40, Banská Štiavnica",
3789,310140,ico://sk/00310140_10001,Obec Vrbovce - matričný úrad,
3835,48485357,ico://sk/48485357_00431,"Správca - INSOLVENCY SOLUTIONS, k. s.",
3790,588032,ico://sk/00588032,"Gymnázium Angely Merici, Hviezdoslavova 10, Trnava",
3791,351776,ico://sk/00351776,"Viničky, Zariadenie sociálnych služieb, Nitra",
3792,42048192,ico://sk/42048192,"JUDr. Ing. Jozef Buri, LLM, MBA, exekútor",
3793,42064171,ico://sk/42064171,"Mgr. Bernard Janík, exekútor",
3794,48485357,ico://sk/48485357_00643,Správca - Vanko Vladimír,
3795,31749542,ico://sk/31749542,Štátny fond rozvoja bývania Bratislava,
3796,165808,ico://sk/00165808,Okresný súd Prievidza,
3797,325121,ico://sk/00325121,Obec Falkušovce,
3798,305359,ico://sk/00305359,Obec Dobrohošť,
3799,311618,ico://sk/00311618,Obec Hrádok,
3800,41383613,ico://sk/41383613,"JUDr. Zuzana Koukalová, notár",
3801,37798740,ico://sk/37798740,Kultúrne a informačné centrum mesta Čadca,
3802,323705,ico://sk/00323705,Obec Uličské Krivé,
3803,648591,ico://sk/00648591,Obec Krná,
3804,37873954,ico://sk/37873954,"Základná škola, Malcov 16",
3805,37861352,ico://sk/37861352,Základná škola Beethovenova Nitra,
3806,331821,ico://sk/00331821,Obec Plechotice,
3807,325406,ico://sk/00325406,Obec Lastomír,
3808,315125,ico://sk/00315125,Obec Bobrovník,
3809,37810316,ico://sk/37810316,Základná škola s materskou školou Rabča,
3810,35568241,ico://sk/35568241,"Základná škola s materskou školou Hlavná 30, Hrčeľ",
3811,48485357,ico://sk/48485357_00305,"Správca - Olekšák Marek, JUDr.",
3812,31946046,ico://sk/31946046,"JUDr. Viera Selecká, notár",
3813,308790,ico://sk/00308790,Obec Bešeňov,
3814,691071,ico://sk/00691071,Mestská časť Košice – sídlisko Ťahanovce,
3815,307653,ico://sk/00307653,Obec Veľké Turovce,
3816,316725,ico://sk/00316725_10001,Základná škola Jazernica,
3817,42337569,ico://sk/42337569,"JUDr. Dagmar Bizoňová, notár",
3818,42155622,ico://sk/42155622,"Materská škola - Óvoda Česká 30, Galanta",
3819,648388,ico://sk/00648388,Obec Nitra nad Ipľom,
3820,37892509,ico://sk/37892509,"Základná škola s materskou školou, Priechod 179",
3821,328669,ico://sk/00328669_10001,Materská škola,
3822,323047,ico://sk/00323047,Obec Chlmec,
3823,159352,ico://sk/00159352,Stredná odborná škola obchodu a služieb,
3824,36138517,ico://sk/36138517,Slovenská národná knižnica,
3825,330531,ico://sk/00330531,Obec Kapišová,
3826,48485357,ico://sk/48485357_00152,"Správca - Levrinc Miloš, JUDr.",
3827,330159,ico://sk/00330159,Obec Ruská Voľa nad Popradom,
3828,42404771,ico://sk/42404771,"Základná škola - Alapiskola, Školský rad 416/27, Štvrtok na Ostrove ",
3829,37831356,ico://sk/37831356,"ZŠ s MŠ Milana Kolibiara, Detvianska Huta 369",
3830,50477200,ico://sk/50477200,"Mgr. Tomáš Gerbery, notár",
3831,17335957,ico://sk/17335957,"Regionálny úrad verejného zdravotníctva, Rožňava",
3832,17080754,ico://sk/17080754,"Základná škola, Okružná 17, Michalovce",
3833,31782973,ico://sk/31782973,"JUDr. Soňa Böhmová, notár",
3834,306606,ico://sk/00306606,Obec Nesvady,
3837,313823,ico://sk/00313823,Obec Slovenská Ľupča,
3838,304948,ico://sk/00304948,Obec Miloslavov,
3839,35546611,ico://sk/35546611_710040253,Materská škola,
3840,352306,ico://sk/00352306,Centrum pre deti a rodiny Šarišské Michaľany,
3841,48485357,ico://sk/48485357_00338,"Správca - Miľanová Natália, Mgr.",
3842,162213,ico://sk/00162213,Obchodná akadémia Trebišov,
3843,318710,ico://sk/00318710,Obec Gemerský Jablonec,
3844,310468,ico://sk/00310468,"Obec Hradište, okres Partizánske",
3845,324329,ico://sk/00324329,Obec Komárovce,
3846,620351,ico://sk/00620351,"JUDr. Vladimír Gonda, notár",
3847,312096,ico://sk/00312096,Obec Trenčianske Mitice,
3848,37922459,ico://sk/37922459,"Stredná priemyselná škola, Partizánska cesta 76, Bánovce nad Bebravou",
3849,34074953,ico://sk/34074953,"Jazyková škola, 1. mája 2, Trenčín",
3850,50646001,ico://sk/50646001,"JUDr. Zuzana Svrčková, notár",
3851,42085381,ico://sk/42085381,Spojená škola internátna Prešov,
3852,48485357,ico://sk/48485357_00273,"Správca - Plichtová Eva, JUDr., PhD.",
3853,37905058,ico://sk/37905058,"Materská škola Kultúrna ulica 284/11, Žilina",
3854,332208,ico://sk/00332208,Obec Zemplínske Hradište,
3855,45014817,ico://sk/45014817,Okresný súd Skalica,
3856,318531,ico://sk/00318531,Obec Valaská Belá,
3857,37877194,ico://sk/37877194,"Základná škola, Prostějovská 4842/38, Prešov",
3858,329762,ico://sk/00329762,Obec Vyšné Repaše,
3859,151866,ico://sk/00151866_10224,Okresný úrad Nové Zámky,
3860,37956230,ico://sk/37956230,Stredná odborná škola Hnúšťa,
3861,632287,ico://sk/00632287,Domov dôchodcov a domov sociálnych služieb Slovenská Ľupča,
3862,35570911,ico://sk/35570911,Kultúrne centrum Medzibodrožia a Použia Kráľovský Chlmec,
3863,30416094,ico://sk/30416094,Ministerstvo dopravy a výstavby Slovenskej republiky,
3864,42266572,ico://sk/42266572,"Materská škola bl. Zdenky Schelingovej, Sv. Pia X. 1/A, Bratislava",
3865,649902,ico://sk/00649902,"Obec Potok, okres Rimavská Sobota",
3866,321028,ico://sk/00321028,Obec Štiavnické Bane,
3867,42236410,ico://sk/42236410,"Materská škola, Ul. Ľudovíta Štúra 318/23, 08901 Svidník",
3868,31914551,ico://sk/31914551,Gymnázium Varšavská Žilina,
3869,48485357,ico://sk/48485357_00266,"Správca - Bilský Erik, JUDr.",
3870,51102137,ico://sk/51102137,"Spojená škola, Mierová 134, Svit",
3871,37831453,ico://sk/37831453,"Základná škola s materskou školou, Jastrabá č. 188 ",
3872,327697,ico://sk/00327697,Obec Renčišov,
3873,622214,ico://sk/00622214,Domov sociálnych služieb a zariadenie núdzového bývania Dolný Kubín,
3874,35629967,ico://sk/35629967,Špeciálna základná škola Holíč,
3875,31773711,ico://sk/31773711,"Základná škola kpt. J. Nálepku v Stupave, Školská 2, Stupava",
3876,320838,ico://sk/00320838,Obec Lovčica-Trubín,
3959,36158411,ico://sk/36158411,Základná škola Komenského Svidník,
3877,331856,ico://sk/00331856_10001,Materská škola s vyučovacím jazykom maďarským - Óvoda,
3878,35678895,ico://sk/35678895,Miestne kultúrne stredisko Radzovce,
3879,312673,ico://sk/00312673,Obec Košolná,
3880,48485357,ico://sk/48485357_00032,"Správca - Petrán Peter, JUDr.",
3881,37865412,ico://sk/37865412,Základná škola Krčméryho Nitra,
3882,17053820,ico://sk/17053820,"Stredná odborná škola, Vrbové",
3883,42296242,ico://sk/42296242,"JUDr. Iveta Vašková, notár",
3884,893111,ico://sk/00893111,Stredná odborná škola obchodu a služieb Piešťanská 2262/80 Nové Mesto nad Váhom,
3885,48485357,ico://sk/48485357_00512,"Správca - Fabriciusová Lucia, JUDr.",
